,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,flares,flares_value
2364,C,S,O,1,3,1,2,2,1,1,moderate flares,0
2365,F,S,I,1,3,1,2,2,1,1,moderate flares,0
2366,D,R,O,1,2,1,2,2,1,1,moderate flares,0
2367,D,A,I,2,3,1,2,2,1,1,moderate flares,0
2368,D,R,C,2,3,1,1,2,1,1,moderate flares,0
2369,H,K,X,1,3,1,1,1,1,1,moderate flares,0
2370,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2371,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2372,H,A,X,1,1,1,2,2,1,1,moderate flares,0
2373,F,S,I,2,2,1,2,2,1,1,moderate flares,0
2374,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2375,D,S,I,1,2,1,2,2,1,1,moderate flares,0
2376,E,H,C,2,3,1,2,2,1,1,moderate flares,0
2377,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2378,C,H,O,1,3,1,2,2,1,1,moderate flares,0
2379,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2380,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2381,H,R,X,1,3,1,2,2,1,1,moderate flares,0
2382,F,R,I,1,2,1,2,2,1,1,moderate flares,0
2383,H,S,X,1,1,1,2,2,1,1,moderate flares,0
2384,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2385,E,K,I,2,3,1,2,2,2,1,moderate flares,0
2386,F,H,O,1,2,1,2,2,1,1,moderate flares,0
2387,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2388,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2389,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2390,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2391,F,K,I,1,2,1,2,2,1,1,moderate flares,0
2392,E,H,O,2,2,1,2,2,1,1,moderate flares,0
2393,B,X,I,1,3,1,1,2,1,1,moderate flares,0
2394,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2395,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2396,B,X,O,1,1,1,2,2,1,1,moderate flares,0
2397,D,S,I,2,2,1,2,2,1,1,moderate flares,0
2398,E,K,I,2,2,1,2,2,1,1,moderate flares,0
2399,F,H,O,1,3,1,2,2,1,1,moderate flares,0
2400,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2401,C,S,O,1,3,1,2,2,1,1,moderate flares,0
2402,H,R,X,1,1,1,2,2,1,1,moderate flares,0
2403,B,X,I,1,1,1,2,2,1,1,moderate flares,0
2404,F,K,I,1,2,1,2,2,1,1,moderate flares,0
2405,D,H,I,2,3,1,2,2,1,1,moderate flares,0
2406,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2407,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2408,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2409,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2410,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2411,H,R,X,1,3,1,2,2,1,1,moderate flares,0
2412,F,A,I,2,3,1,2,2,2,1,moderate flares,10
2413,E,H,I,1,3,1,2,2,1,1,moderate flares,10
2414,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2415,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2416,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2417,H,R,X,1,3,1,2,2,1,1,moderate flares,0
2418,F,A,I,2,3,1,2,2,1,1,moderate flares,0
2419,E,H,I,1,3,1,2,2,1,1,moderate flares,0
2420,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2421,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2422,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2423,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2424,F,A,I,2,2,3,2,2,1,1,moderate flares,0
2425,E,H,O,2,2,2,2,2,1,1,moderate flares,0
2426,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2427,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2428,C,S,I,1,3,1,1,2,1,1,moderate flares,0
2429,F,A,I,1,2,1,2,2,1,1,moderate flares,0
2430,E,H,O,2,2,1,2,2,1,1,moderate flares,0
2431,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2432,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2433,D,S,I,1,3,1,1,2,1,1,moderate flares,0
2434,F,A,I,1,2,1,2,2,1,1,moderate flares,0
2435,E,A,O,1,2,1,2,2,1,1,moderate flares,0
2436,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2437,D,S,I,1,3,1,2,2,1,1,moderate flares,0
2438,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2439,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2440,F,A,I,2,2,1,2,2,1,1,moderate flares,0
2441,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2442,D,A,O,1,3,1,2,2,1,1,moderate flares,0
2443,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2444,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2445,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2446,B,X,I,1,3,1,1,2,1,1,moderate flares,0
2447,E,S,O,1,1,1,2,2,1,1,moderate flares,0
2448,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2449,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2450,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2451,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2452,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2453,H,R,X,2,2,1,2,2,1,1,moderate flares,0
2454,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2455,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2456,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2457,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2458,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2459,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2460,B,X,I,1,3,1,1,2,1,1,moderate flares,0
2461,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2462,H,A,X,1,2,1,1,2,1,1,moderate flares,0
2463,C,A,O,1,2,1,2,2,1,1,moderate flares,0
2464,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2465,B,X,I,1,3,1,1,2,1,1,moderate flares,0
2466,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2467,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2468,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2469,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2470,H,A,X,1,3,1,1,2,1,1,moderate flares,0
2471,E,A,O,1,3,1,2,2,1,1,moderate flares,0
2472,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2473,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2474,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2475,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2476,C,A,O,1,2,1,2,2,1,1,moderate flares,0
2477,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2478,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2479,H,R,X,1,1,1,1,2,1,1,moderate flares,0
2480,H,S,X,1,1,1,1,2,1,1,moderate flares,0
2481,C,S,I,1,3,1,1,2,1,1,moderate flares,0
2482,H,A,X,1,3,1,2,1,1,1,moderate flares,0
2483,B,X,I,1,2,1,1,2,1,1,moderate flares,0
2484,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2485,B,X,O,2,2,1,2,2,1,1,moderate flares,0
2486,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2487,C,A,O,1,3,1,2,2,1,1,moderate flares,0
2488,B,X,O,2,2,1,1,2,1,1,moderate flares,0
2489,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2490,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2491,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2492,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2493,C,S,O,2,2,1,1,2,1,1,moderate flares,0
2494,H,A,X,1,2,1,2,2,1,1,moderate flares,0
2495,B,X,O,1,1,1,1,2,1,1,moderate flares,0
2496,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2497,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2498,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2499,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2500,H,A,X,1,2,1,2,2,1,1,moderate flares,0
2501,H,H,X,1,3,1,1,2,1,1,moderate flares,0
2502,B,X,O,1,1,1,1,2,1,1,moderate flares,0
2503,H,R,X,1,1,1,1,2,1,1,moderate flares,0
2504,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2505,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2506,H,A,X,1,3,1,2,2,1,1,moderate flares,0
2507,H,H,X,1,2,1,1,2,1,1,moderate flares,0
2508,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2509,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2510,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2511,B,X,O,1,1,1,2,2,1,1,moderate flares,0
2512,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2513,C,S,O,2,2,1,1,2,1,1,moderate flares,0
2514,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2515,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2516,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2517,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2518,C,S,O,2,3,1,1,2,1,1,moderate flares,0
2519,B,X,O,2,3,1,1,2,1,1,moderate flares,0
2520,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2521,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2522,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2523,H,A,X,1,3,1,1,1,1,1,moderate flares,0
2524,H,A,X,1,3,1,1,1,1,1,moderate flares,0
2525,H,A,X,1,2,1,1,1,1,1,moderate flares,0
2526,H,A,X,1,2,1,1,1,1,1,moderate flares,0
2527,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2528,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2529,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2530,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2531,D,A,I,1,3,1,1,2,1,1,moderate flares,10
2532,C,A,O,1,3,1,1,2,1,1,moderate flares,0
2533,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2534,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2535,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2536,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2537,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2538,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2539,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2540,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2541,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2542,D,A,I,1,3,1,2,2,1,1,moderate flares,10
2543,C,A,O,1,3,1,1,2,1,1,moderate flares,0
2544,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2545,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2546,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2547,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2548,D,H,O,1,3,1,2,2,1,1,moderate flares,0
2549,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2550,C,R,O,2,2,1,1,2,1,1,moderate flares,0
2551,D,S,O,2,2,2,2,2,1,1,moderate flares,10
2552,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2553,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2554,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2555,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2556,F,A,I,1,3,1,1,2,1,1,moderate flares,0
2557,E,S,O,1,2,1,2,2,1,1,moderate flares,0
2558,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2559,D,R,O,1,2,1,1,2,1,1,moderate flares,0
2560,C,S,O,2,2,3,2,2,1,1,moderate flares,0
2561,H,S,X,1,1,1,1,2,1,1,moderate flares,0
2562,D,S,O,1,1,1,1,2,1,1,moderate flares,0
2563,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2564,D,A,I,2,3,1,1,2,1,1,moderate flares,0
2565,C,A,O,1,3,1,2,2,1,1,moderate flares,0
2566,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2567,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2568,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2569,H,S,X,1,1,2,2,2,1,1,moderate flares,0
2570,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2571,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2572,D,K,I,2,3,1,2,2,1,1,moderate flares,0
2573,E,A,I,1,3,1,2,2,1,1,moderate flares,0
2574,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2575,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2576,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2577,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2578,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2579,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2580,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2581,D,K,I,2,3,1,2,2,1,1,moderate flares,0
2582,E,A,I,1,2,1,2,2,1,1,moderate flares,0
2583,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2584,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2585,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2586,B,X,O,1,2,1,1,2,1,1,moderate flares,0
2587,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2588,H,R,X,1,1,1,1,2,1,1,moderate flares,0
2589,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2590,H,S,X,1,1,1,1,2,1,1,moderate flares,0
2591,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2592,D,A,I,2,2,1,2,2,1,1,moderate flares,0
2593,D,S,I,2,3,1,2,2,1,1,moderate flares,0
2594,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2595,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2596,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2597,D,S,O,1,3,1,1,2,1,1,moderate flares,20
2598,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2599,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2600,H,S,X,1,1,1,1,2,1,1,moderate flares,0
2601,D,S,O,1,2,1,2,2,1,1,moderate flares,0
2602,D,S,O,1,2,1,2,2,1,1,moderate flares,0
2603,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2604,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2605,E,S,O,2,3,3,1,2,1,1,moderate flares,0
2606,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2607,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2608,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2609,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2610,D,K,I,2,2,1,2,2,1,1,moderate flares,0
2611,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2612,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2613,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2614,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2615,C,S,O,2,2,2,1,2,1,1,moderate flares,0
2616,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2617,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2618,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2619,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2620,D,K,I,2,2,1,2,2,1,1,moderate flares,0
2621,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2622,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2623,B,X,O,1,1,1,1,2,1,1,moderate flares,0
2624,D,A,I,1,3,1,2,2,1,1,moderate flares,0
2625,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2626,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2627,H,S,X,1,2,1,2,2,1,1,moderate flares,0
2628,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2629,E,A,O,1,2,1,2,2,1,1,moderate flares,10
2630,C,S,O,1,1,1,2,2,1,1,moderate flares,0
2631,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2632,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2633,E,A,C,2,2,1,2,2,1,1,moderate flares,0
2634,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2635,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2636,E,S,I,1,3,1,1,2,1,1,moderate flares,0
2637,D,S,I,1,3,1,1,2,1,1,moderate flares,0
2638,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2639,C,A,O,2,2,3,2,2,1,1,moderate flares,0
2640,C,S,O,1,3,1,2,2,1,1,moderate flares,0
2641,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2642,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2643,E,A,I,1,2,1,2,2,1,1,moderate flares,0
2644,D,K,I,1,3,1,2,2,1,1,moderate flares,0
2645,D,A,O,1,3,1,2,2,1,1,moderate flares,0
2646,E,K,I,1,3,1,2,2,2,1,moderate flares,0
2647,D,K,I,1,3,1,2,2,1,1,moderate flares,0
2648,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2649,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2650,C,A,O,1,2,1,2,2,1,1,moderate flares,0
2651,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2652,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2653,D,K,I,2,2,1,2,2,1,1,moderate flares,0
2654,B,X,O,1,2,1,2,2,1,1,moderate flares,0
2655,E,K,I,1,2,1,2,2,1,1,moderate flares,0
2656,D,K,I,1,3,1,2,2,1,1,moderate flares,0
2657,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2658,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2659,H,S,X,1,1,1,2,2,1,1,moderate flares,0
2660,H,S,X,1,3,1,2,1,1,1,moderate flares,0
2661,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2662,F,K,C,1,2,1,2,2,2,1,moderate flares,10
2663,E,K,C,2,3,1,2,2,2,1,moderate flares,0
2664,D,A,I,1,3,1,1,2,1,1,moderate flares,20
2665,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2666,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2667,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2668,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2669,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2670,E,K,C,2,2,3,2,2,2,1,moderate flares,0
2671,F,K,C,1,3,1,2,2,2,1,moderate flares,0
2672,D,K,C,2,3,1,2,2,2,1,moderate flares,30
2673,C,S,I,1,2,1,1,2,1,1,moderate flares,0
2674,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2675,D,A,I,1,3,1,1,2,1,1,moderate flares,0
2676,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2677,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2678,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2679,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2680,D,S,O,1,1,1,2,2,1,1,moderate flares,0
2681,E,K,C,2,3,3,2,2,2,1,moderate flares,0
2682,F,K,I,1,2,1,2,2,2,1,moderate flares,0
2683,E,K,C,2,3,3,2,2,2,1,moderate flares,50
2684,C,R,I,1,2,1,1,2,1,1,moderate flares,0
2685,B,S,O,1,3,1,1,2,1,1,moderate flares,0
2686,D,A,O,1,3,1,2,2,1,1,moderate flares,0
2687,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2688,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2689,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2690,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2691,H,S,X,2,2,1,2,2,1,1,moderate flares,0
2692,E,K,C,2,2,3,2,2,2,1,moderate flares,20
2693,E,K,I,1,3,1,2,2,2,1,moderate flares,0
2694,E,K,C,2,2,3,2,2,2,1,moderate flares,0
2695,B,S,O,1,2,1,1,2,1,1,moderate flares,0
2696,E,A,I,1,3,1,2,2,1,1,moderate flares,0
2697,D,R,I,1,3,1,1,2,1,1,moderate flares,0
2698,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2699,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2700,H,S,X,1,3,1,2,2,1,1,moderate flares,0
2701,E,K,C,2,2,2,2,2,2,1,moderate flares,0
2702,E,A,I,1,2,1,2,2,1,1,moderate flares,0
2703,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2704,E,A,O,2,2,1,2,2,1,1,moderate flares,0
2705,D,R,I,1,3,1,2,2,1,1,moderate flares,0
2706,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2707,H,R,X,1,3,1,1,2,1,1,moderate flares,0
2708,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2709,H,R,X,1,2,1,1,1,1,1,moderate flares,0
2710,E,K,C,2,2,2,2,2,2,1,moderate flares,0
2711,F,S,I,2,2,1,2,2,1,1,moderate flares,0
2712,D,S,I,1,3,1,1,2,1,1,moderate flares,0
2713,H,S,X,1,3,1,1,2,1,1,moderate flares,0
2714,D,S,O,1,3,1,2,2,1,1,moderate flares,0
2715,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2716,H,A,X,1,3,1,1,1,1,1,moderate flares,0
2717,D,S,O,1,2,1,1,2,1,1,moderate flares,0
2718,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2719,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2720,H,S,X,1,2,1,2,1,1,1,moderate flares,0
2721,E,K,C,2,3,1,2,2,2,1,moderate flares,10
2722,F,A,I,2,2,1,2,2,1,1,moderate flares,0
2723,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2724,D,A,I,1,2,1,2,2,1,1,moderate flares,0
2725,H,A,X,1,2,1,1,1,1,1,moderate flares,0
2726,B,X,O,1,3,1,1,2,1,1,moderate flares,0
2727,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2728,D,A,O,1,3,1,1,2,1,1,moderate flares,0
2729,D,H,O,1,3,1,2,2,1,1,moderate flares,0
2730,D,S,O,1,3,1,1,2,1,1,moderate flares,10
2731,E,K,C,2,2,1,2,2,1,1,moderate flares,0
2732,F,A,I,1,2,1,2,2,1,1,moderate flares,0
2733,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2734,D,A,I,1,1,1,2,2,1,1,moderate flares,10
2735,H,A,X,1,2,1,1,1,1,1,moderate flares,0
2736,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2737,D,A,O,1,2,1,1,2,1,1,moderate flares,0
2738,D,H,O,1,3,1,2,2,1,1,moderate flares,0
2739,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2740,H,S,X,1,1,1,2,2,1,1,moderate flares,0
2741,F,S,I,1,3,1,2,2,1,1,moderate flares,0
2742,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2743,B,X,I,1,2,1,1,2,1,1,moderate flares,0
2744,D,H,O,1,2,1,2,2,1,1,moderate flares,0
2745,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2746,D,A,I,2,3,2,1,2,1,1,moderate flares,0
2747,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2748,C,R,O,1,3,1,1,2,1,1,moderate flares,0
2749,C,R,O,1,2,1,1,2,1,1,moderate flares,0
2750,D,H,O,1,2,1,2,2,1,1,moderate flares,0
2751,C,S,O,1,2,1,1,2,1,1,moderate flares,0
2752,E,A,I,1,2,1,2,2,1,1,moderate flares,0
2753,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2754,C,S,O,1,3,1,1,2,1,1,moderate flares,0
2755,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2756,D,S,O,1,3,1,2,2,1,1,moderate flares,0
2757,B,X,O,1,1,1,1,2,1,1,moderate flares,0
2758,E,A,O,1,2,1,2,2,1,1,moderate flares,10
2759,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2760,H,S,X,1,3,1,1,1,1,1,moderate flares,0
2761,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2762,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2763,D,H,O,1,3,1,2,2,1,1,moderate flares,0
2764,E,A,I,2,2,1,2,2,1,1,moderate flares,0
2765,D,S,O,1,3,1,1,2,1,1,moderate flares,0
2766,H,S,X,1,1,1,1,1,1,1,moderate flares,0
2767,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2768,H,S,X,1,2,1,1,2,1,1,moderate flares,0
2769,D,S,O,1,2,1,2,2,1,1,moderate flares,0
2770,H,S,X,1,2,2,2,2,1,1,moderate flares,0
2771,H,S,X,2,2,1,1,2,1,1,moderate flares,0
2772,D,R,O,1,3,1,1,2,1,1,moderate flares,0
2773,H,S,X,1,2,1,1,1,1,1,moderate flares,0
2774,H,S,X,2,2,1,1,2,1,1,moderate flares,0
2775,C,S,O,1,2,1,2,2,1,1,moderate flares,0
2776,H,R,X,1,2,1,1,2,1,1,moderate flares,0
2777,B,X,O,1,1,1,1,2,1,1,moderate flares,0
2778,C,S,O,1,2,1,1,2,1,2,severe flares,0
2779,D,S,O,1,3,1,1,2,1,2,severe flares,0
2780,C,S,O,1,3,1,1,2,1,1,severe flares,0
2781,D,S,O,1,3,1,1,2,1,2,severe flares,0
2782,D,A,O,1,3,1,1,2,1,2,severe flares,0
2783,D,A,O,1,2,1,1,2,1,2,severe flares,0
2784,D,A,O,1,2,1,1,2,1,1,severe flares,0
2785,D,A,O,1,2,1,1,2,1,2,severe flares,0
2786,D,K,O,1,3,1,1,2,1,2,severe flares,0
2787,C,R,O,1,3,1,1,2,1,1,severe flares,0
2788,B,X,O,1,3,1,1,2,1,1,severe flares,0
2789,D,S,O,1,2,1,1,2,1,1,severe flares,0
2790,C,H,I,1,3,1,1,2,1,2,severe flares,0
2791,D,R,O,1,3,1,1,2,1,1,severe flares,0
2792,B,X,O,1,2,1,1,2,1,1,severe flares,0
2793,B,X,O,1,3,1,1,2,1,1,severe flares,0
2794,D,K,I,1,3,1,1,2,1,2,severe flares,0
2795,D,S,O,1,2,1,1,2,1,2,severe flares,0
2796,D,R,O,1,2,1,1,2,1,1,severe flares,0
2797,C,A,I,1,2,1,1,2,1,2,severe flares,0
2798,C,S,O,1,2,1,1,2,1,1,severe flares,0
2799,B,X,O,1,3,1,1,2,1,1,severe flares,0
2800,F,K,I,1,3,1,2,2,1,2,severe flares,0
2801,B,X,O,1,2,1,1,2,1,1,severe flares,0
2802,H,R,X,1,2,1,1,1,1,2,severe flares,0
2803,B,X,I,1,3,1,1,2,1,1,severe flares,0
2804,C,R,I,1,3,1,1,2,1,2,severe flares,0
2805,B,X,O,1,3,1,1,2,1,1,severe flares,0
2806,B,X,O,1,3,1,1,2,1,2,severe flares,0
2807,D,A,I,1,3,1,2,2,1,2,severe flares,0
2808,D,A,O,1,3,1,1,2,1,2,severe flares,20
2809,B,X,O,1,3,1,1,2,1,1,severe flares,0
2810,D,A,I,1,3,1,1,2,1,2,severe flares,0
2811,B,X,O,1,3,1,1,2,1,2,severe flares,0
2812,D,R,O,1,3,1,1,2,1,2,severe flares,0
2813,D,A,O,1,2,1,1,2,1,1,severe flares,0
